[2023-03-27 11:57:51,651]  - DEBUG - Falling back to TensorFlow client; we recommended you install the Cloud TPU client directly with pip install cloud-tpu-client.
[2023-03-27 11:57:51,982]  - DEBUG - Creating converter from 7 to 5
[2023-03-27 11:57:51,982]  - DEBUG - Creating converter from 5 to 7
[2023-03-27 11:57:51,982]  - DEBUG - Creating converter from 7 to 5
[2023-03-27 11:57:51,982]  - DEBUG - Creating converter from 5 to 7
[2023-03-27 11:57:54,945]  - INFO - configuring all the dataIngestion path variable
[2023-03-27 11:57:54,945]  - INFO - arranging file path of all chrome history csv files in a list!
[2023-03-27 11:57:54,945]  - INFO - successfully configured
[2023-03-27 11:57:54,945]  - INFO - initiating DataIngestion
[2023-03-27 11:57:54,945]  - INFO - Merging all the csv files in one dataframe!
[2023-03-27 11:57:54,992]  - INFO - file size after merged :- (10399, 1)
[2023-03-27 11:57:55,023]  - INFO - initiated DataIngestion
[2023-03-27 11:57:55,023]  - INFO - initiating datavalidation class
[2023-03-27 11:57:55,086]  - INFO - writing Validationroport.yaml file
[2023-03-27 11:57:55,086]  - INFO - initiating the datacleaning instance methods!
[2023-03-27 11:57:55,101]  - INFO - dropping the duplicate history from history
[2023-03-27 11:57:55,101]  - INFO - successfully droped duplicacy, and now size :- (1328, 1)
[2023-03-27 11:57:55,101]  - INFO - remove less lenght and linc history !
[2023-03-27 11:57:55,133]  - INFO - successfully removed less length and linc, and now size :- (849, 1)
[2023-03-27 11:57:55,133]  - INFO - cleaning unnecessay words and lowerise the sentences
[2023-03-27 11:57:55,226]  - INFO - successfully cleaned the text!
[2023-03-27 11:57:55,226]  - INFO - concatenating entire titles as a single str!
[2023-03-27 11:57:55,226]  - INFO - successfully concated entire text!
[2023-03-27 11:57:55,226]  - INFO - removing unneccessary extra spaces.
[2023-03-27 11:57:55,226]  - INFO - preparing final text data!
[2023-03-27 11:57:55,226]  - INFO - successfully prepared the final text with length :- 35143
[2023-03-27 11:57:55,226]  - INFO - saving the cleaned text file
[2023-03-27 11:57:55,242]  - INFO - successfully saved the cleaned text file !
[2023-03-27 11:57:55,260]  - INFO - read text file from C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\datacleaning\cleaned_file\cleaned_text_file.txt
[2023-03-27 11:57:57,722]  - INFO - text_data successfully lemmetized !
[2023-03-27 11:57:57,722]  - INFO - saving the lemmetized file at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\lemmetized\lemmetized.txt
[2023-03-27 11:57:57,722]  - INFO - saving the cleaned text file
[2023-03-27 11:57:57,737]  - INFO - successfully saved the cleaned text file !
[2023-03-27 11:57:57,737]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\lemmetized\lemmetizer.pkl
[2023-03-27 11:57:57,753]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\wordindex\word_index.pkl
[2023-03-27 11:57:57,753]  - INFO - word index successfully save at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\wordindex\word_index.pkl
[2023-03-27 11:57:57,753]  - INFO - no. of unique words :- 1825
[2023-03-27 11:57:57,753]  - INFO - tokenizer successfully fit and saved on this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\Tokenizer\tokenizer.pkl
[2023-03-27 11:57:57,769]  - INFO - saving the cleaned text file
[2023-03-27 11:57:57,769]  - INFO - successfully saved the cleaned text file !
[2023-03-27 11:57:57,769]  - INFO - sequence data textfile successfully saved at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\SequenceData\sequencedata.txt
[2023-03-27 11:57:57,769]  - INFO - saving transformed data !
[2023-03-27 11:57:57,769]  - INFO - successfully saved sequence numpy array !
[2023-03-27 11:57:57,784]  - INFO - successfully transformed the y_data !
[2023-03-27 11:57:57,784]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:57:57,878]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:57:57,878]  - INFO - succesfully saved your trained data at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\Trained_data
[2023-03-27 11:57:57,894]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:57:57,909]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:57:57,909]  - INFO - successfully loaded data for the training !
[2023-03-27 11:58:03,411]  - INFO - Model has been declared successfully !
[2023-03-27 11:58:37,906]  - DEBUG - Creating converter from 5 to 3
[2023-03-27 11:58:49,145]  - INFO - model trained successfully !
[2023-03-27 11:58:49,150]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\Model\epoch_history\epoch_history.pkl
[2023-03-27 11:58:49,164]  - DEBUG - Creating converter from 3 to 5
[2023-03-27 11:58:54,885]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:58:54,900]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:59:03,720]  - INFO - model evaluted with this accuracy :-3.31 and loss is :- 66.94
[2023-03-27 11:59:03,721]  - INFO - Model is underfit !
[2023-03-27 11:59:03,738]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\Tokenizer\tokenizer.pkl
[2023-03-27 11:59:03,740]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\lemmetized\lemmetizer.pkl
[2023-03-27 11:59:08,911]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\DataTransformation\wordindex\word_index.pkl
[2023-03-27 11:59:08,927]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\modelPusher\saved_models\lemmetizer.pkl
[2023-03-27 11:59:08,927]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\modelPusher\saved_models\tokenizer.pkl
[2023-03-27 11:59:08,927]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__115754\modelPusher\saved_models\word_index.pkl
[2023-03-27 11:59:09,083]  - INFO - saved models in artifact -> pusherfiles
[2023-03-27 11:59:09,083]  - INFO - saved object file path :- saved_models\1\tokenizer\tokenizer.pkl
[2023-03-27 11:59:09,083]  - INFO - saved object file path :- saved_models\1\lemmetizer\lemmetizer.pkl
[2023-03-27 11:59:09,083]  - INFO - saved object file path :- saved_models\1\wordIndex\word_index.pkl
[2023-03-27 11:59:09,239]  - INFO - saved models in saved_models
