[2023-03-27 11:35:44,519]  - DEBUG - Falling back to TensorFlow client; we recommended you install the Cloud TPU client directly with pip install cloud-tpu-client.
[2023-03-27 11:35:44,866]  - DEBUG - Creating converter from 7 to 5
[2023-03-27 11:35:44,866]  - DEBUG - Creating converter from 5 to 7
[2023-03-27 11:35:44,866]  - DEBUG - Creating converter from 7 to 5
[2023-03-27 11:35:44,866]  - DEBUG - Creating converter from 5 to 7
[2023-03-27 11:35:47,452]  - INFO - configuring all the dataIngestion path variable
[2023-03-27 11:35:47,452]  - INFO - arranging file path of all chrome history csv files in a list!
[2023-03-27 11:35:47,452]  - INFO - successfully configured
[2023-03-27 11:35:47,452]  - INFO - initiating DataIngestion
[2023-03-27 11:35:47,452]  - INFO - Merging all the csv files in one dataframe!
[2023-03-27 11:35:47,515]  - INFO - file size after merged :- (10399, 1)
[2023-03-27 11:35:47,530]  - INFO - initiated DataIngestion
[2023-03-27 11:35:47,530]  - INFO - initiating datavalidation class
[2023-03-27 11:35:47,608]  - INFO - writing Validationroport.yaml file
[2023-03-27 11:35:47,608]  - INFO - initiating the datacleaning instance methods!
[2023-03-27 11:35:47,624]  - INFO - dropping the duplicate history from history
[2023-03-27 11:35:47,640]  - INFO - successfully droped duplicacy, and now size :- (1328, 1)
[2023-03-27 11:35:47,640]  - INFO - remove less lenght and linc history !
[2023-03-27 11:35:47,655]  - INFO - successfully removed less length and linc, and now size :- (849, 1)
[2023-03-27 11:35:47,655]  - INFO - cleaning unnecessay words and lowerise the sentences
[2023-03-27 11:35:47,733]  - INFO - successfully cleaned the text!
[2023-03-27 11:35:47,733]  - INFO - concatenating entire titles as a single str!
[2023-03-27 11:35:47,733]  - INFO - successfully concated entire text!
[2023-03-27 11:35:47,733]  - INFO - removing unneccessary extra spaces.
[2023-03-27 11:35:47,733]  - INFO - preparing final text data!
[2023-03-27 11:35:47,733]  - INFO - successfully prepared the final text with length :- 35143
[2023-03-27 11:35:47,733]  - INFO - saving the cleaned text file
[2023-03-27 11:35:47,749]  - INFO - successfully saved the cleaned text file !
[2023-03-27 11:35:47,749]  - INFO - read text file from C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\datacleaning\cleaned_file\cleaned_text_file.txt
[2023-03-27 11:35:49,923]  - INFO - text_data successfully lemmetized !
[2023-03-27 11:35:49,923]  - INFO - saving the lemmetized file at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\lemmetized\lemmetized.txt
[2023-03-27 11:35:49,923]  - INFO - saving the cleaned text file
[2023-03-27 11:35:49,923]  - INFO - successfully saved the cleaned text file !
[2023-03-27 11:35:49,923]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\lemmetized\lemmetizer.pkl
[2023-03-27 11:35:49,957]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\wordindex\word_index.pkl
[2023-03-27 11:35:49,958]  - INFO - word index successfully save at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\wordindex\word_index.pkl
[2023-03-27 11:35:49,958]  - INFO - no. of unique words :- 1825
[2023-03-27 11:35:49,961]  - INFO - tokenizer successfully fit and saved on this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\Tokenizer\tokenizer.pkl
[2023-03-27 11:35:49,961]  - INFO - saving the cleaned text file
[2023-03-27 11:35:49,961]  - INFO - successfully saved the cleaned text file !
[2023-03-27 11:35:49,961]  - INFO - sequence data textfile successfully saved at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\SequenceData\sequencedata.txt
[2023-03-27 11:35:49,961]  - INFO - saving transformed data !
[2023-03-27 11:35:49,961]  - INFO - successfully saved sequence numpy array !
[2023-03-27 11:35:49,992]  - INFO - successfully transformed the y_data !
[2023-03-27 11:35:49,992]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:35:50,074]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:35:50,074]  - INFO - succesfully saved your trained data at this position :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\Trained_data
[2023-03-27 11:35:50,089]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:35:50,105]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:35:50,105]  - INFO - successfully loaded data for the training !
[2023-03-27 11:35:55,417]  - INFO - Model has been declared successfully !
[2023-03-27 11:36:26,626]  - DEBUG - Creating converter from 5 to 3
[2023-03-27 11:36:40,438]  - INFO - model trained successfully !
[2023-03-27 11:36:40,438]  - INFO - saved object file path :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\Model\epoch_history\epoch_history.pkl
[2023-03-27 11:36:40,454]  - DEBUG - Creating converter from 3 to 5
[2023-03-27 11:36:45,615]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\Trained_data\x_train.pkl
[2023-03-27 11:36:45,629]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\Trained_data\y_train.pkl
[2023-03-27 11:36:54,385]  - INFO - model evaluted with this accuracy :-3.66 and loss is :- 67.33
[2023-03-27 11:36:54,385]  - INFO - Model is underfit !
[2023-03-27 11:36:54,402]  - INFO - successfully load the obj :- C:\Users\Ranjit Singh\Desktop\coding\Data Scientist\NLP\Chrome_SearchBar-autoencoder-NLP\artifacts\03272023__113547\DataTransformation\Tokenizer\tokenizer.pkl
