[2023-03-27 12:21:51,522]  - DEBUG - Falling back to TensorFlow client; we recommended you install the Cloud TPU client directly with pip install cloud-tpu-client.
[2023-03-27 12:21:51,882]  - DEBUG - Creating converter from 7 to 5
[2023-03-27 12:21:51,882]  - DEBUG - Creating converter from 5 to 7
[2023-03-27 12:21:51,882]  - DEBUG - Creating converter from 7 to 5
[2023-03-27 12:21:51,882]  - DEBUG - Creating converter from 5 to 7
[2023-03-27 12:21:54,564]  - INFO - configuring all the dataIngestion path variable
[2023-03-27 12:21:54,564]  - INFO - arranging file path of all chrome history csv files in a list!
[2023-03-27 12:21:54,564]  - INFO - successfully configured
[2023-03-27 12:21:54,564]  - INFO - initiating DataIngestion
[2023-03-27 12:21:54,564]  - INFO - Merging all the csv files in one dataframe!
[2023-03-27 12:21:54,611]  - INFO - file size after merged :- (10399, 1)
[2023-03-27 12:21:54,643]  - INFO - initiated DataIngestion
[2023-03-27 12:21:54,643]  - INFO - initiating datavalidation class
[2023-03-27 12:21:54,689]  - INFO - writing Validationroport.yaml file
[2023-03-27 12:21:54,689]  - INFO - initiating the datacleaning instance methods!
[2023-03-27 12:21:54,705]  - INFO - dropping the duplicate history from history
[2023-03-27 12:21:54,721]  - INFO - successfully droped duplicacy, and now size :- (1328, 1)
[2023-03-27 12:21:54,721]  - INFO - remove less lenght and linc history !
[2023-03-27 12:21:54,736]  - INFO - successfully removed less length and linc, and now size :- (849, 1)
[2023-03-27 12:21:54,736]  - INFO - cleaning unnecessay words and lowerise the sentences
[2023-03-27 12:21:54,814]  - INFO - successfully cleaned the text!
[2023-03-27 12:21:54,814]  - INFO - concatenating entire titles as a single str!
[2023-03-27 12:21:54,814]  - INFO - successfully concated entire text!
[2023-03-27 12:21:54,814]  - INFO - removing unneccessary extra spaces.
[2023-03-27 12:21:54,814]  - INFO - preparing final text data!
[2023-03-27 12:21:54,814]  - INFO - successfully prepared the final text with length :- 35143
[2023-03-27 12:21:54,814]  - INFO - saving the cleaned text file
